,1,2,3,4,5,6,7,8
410,156,130,18,43,69,75,78,84
411,160,144,16,34,83,90,90,98
412,162,152,16,29,92,100,99,107
413,168,167,13,20,101,107,108,113
414,171,175,10,16,105,110,112,114
415,173,177,9,14,107,111,115,116
416,173,177,7,14,108,112,116,118
417,172,177,6,13,110,112,119,119
418,174,177,6,13,110,113,119,120
419,175,176,6,13,110,114,119,122
420,176,177,5,12,111,115,121,123
421,174,177,5,12,112,115,121,123
422,174,177,5,12,112,115,122,123
423,176,177,5,13,112,115,122,123
424,174,176,7,13,112,114,122,122
425,174,176,7,13,111,113,121,121
426,175,174,8,15,109,110,118,117
427,172,172,9,16,105,107,114,114
428,174,168,7,19,101,105,110,111
429,174,165,7,21,97,102,106,108
430,173,160,8,24,91,96,100,102
431,173,155,9,27,85,91,93,98
432,173,152,9,30,80,87,88,93
433,170,143,10,34,74,82,82,88
434,171,138,9,37,68,77,78,83
435,170,134,11,41,66,73,75,79
436,167,128,12,45,64,70,73,77
437,166,123,12,49,60,67,69,75
438,160,119,14,53,56,65,65,74
439,157,115,17,56,54,62,63,72
440,151,110,21,61,51,58,60,69
441,152,107,22,64,49,56,58,66
442,150,103,20,67,48,54,57,65
443,150,100,23,69,46,52,56,63
444,147,99,24,70,46,50,56,62
445,153,99,21,69,45,50,57,62
446,154,100,21,68,46,51,57,62
447,144,106,23,63,49,54,60,64
448,148,116,19,54,56,61,66,71
449,152,127,16,45,67,74,77,83
450,155,139,18,37,77,85,85,92
451,161,153,15,28,92,99,100,106
452,165,165,14,22,100,104,107,110
453,170,173,13,17,106,109,113,115
454,175,177,9,14,108,110,116,117
455,173,177,8,14,108,111,116,118
456,172,177,7,13,109,112,118,120
457,173,177,7,13,110,113,120,121
458,173,177,7,13,110,114,120,121
459,173,177,7,12,111,114,121,122
460,173,177,7,12,111,115,121,123
461,172,177,7,13,111,115,121,123
462,173,176,7,13,111,115,122,123
463,172,174,8,15,110,112,120,119
464,171,169,9,18,105,106,115,113
465,171,165,10,21,101,102,110,109
466,167,159,13,25,95,97,102,103
467,168,155,13,27,90,94,97,99
468,168,150,13,31,84,87,91,93
469,167,141,11,36,76,82,84,87
470,167,137,11,39,71,77,79,82
471,168,132,11,43,65,73,73,79
472,165,127,12,46,64,72,73,79
473,170,122,10,50,60,69,68,77
474,166,118,14,54,57,64,65,73
475,166,115,13,56,53,61,62,71
476,163,110,15,60,49,57,59,68
477,159,106,20,64,48,55,58,66
478,157,102,22,67,47,53,57,64
479,157,100,23,69,46,52,56,63
480,158,100,22,69,47,52,58,63
481,149,104,24,65,50,54,61,65
482,150,113,22,57,56,60,66,70
483,156,124,18,48,64,70,74,79
484,160,139,17,38,77,83,86,91
485,162,147,17,33,87,95,95,102
486,166,161,16,25,98,104,106,111
487,170,170,13,20,105,108,113,114
488,174,176,9,15,108,112,116,119
489,173,177,8,13,110,113,119,121
490,175,177,8,13,110,114,120,122
491,174,177,8,12,111,114,121,122
492,175,177,8,12,112,114,122,122
493,175,177,8,13,112,114,122,122
494,175,177,8,13,112,115,122,123
495,175,176,8,13,112,115,122,123
496,174,176,8,13,112,115,121,123
497,174,174,8,14,112,115,121,122
498,171,170,11,16,110,111,120,118
499,170,166,10,19,106,108,116,115
500,170,162,11,22,102,104,112,111
501,169,154,12,26,94,96,103,103
502,167,149,13,30,87,90,96,97
503,168,145,13,33,83,87,91,94
504,168,141,13,36,78,83,85,89
505,168,137,12,39,74,81,82,88
506,169,133,11,42,70,78,80,84
507,169,129,12,44,65,74,75,81
508,168,126,13,46,62,73,73,81
509,164,121,14,50,59,68,68,78
510,163,118,14,54,55,65,66,75
511,158,113,18,58,52,61,63,73
512,159,111,18,59,50,60,61,71
513,150,107,21,63,48,56,59,67
514,150,103,21,66,48,54,58,65
515,148,102,26,67,47,53,58,64
516,154,101,23,68,47,52,58,64
517,153,100,24,68,47,52,58,64
518,148,101,30,68,48,52,59,64
519,146,104,26,64,52,55,62,65
520,141,112,22,57,56,60,65,69
521,153,122,18,50,65,69,73,76
522,157,130,16,44,69,74,76,80
523,159,137,17,39,75,80,81,86
524,161,147,18,34,84,91,89,96
525,162,155,17,29,91,99,96,102
526,165,167,16,23,97,102,102,104
527,171,175,13,19,103,107,108,108
528,170,178,11,17,106,111,110,112
529,173,179,10,16,107,111,112,112
530,172,180,9,15,108,111,114,112
531,172,180,9,15,108,111,114,112
532,172,180,9,15,108,111,114,112
533,173,179,9,15,109,111,114,113
534,172,179,9,15,108,111,115,113
535,172,178,9,15,108,110,114,112
536,173,176,9,16,107,109,114,111
537,173,173,8,17,104,106,110,109
538,171,169,10,19,101,104,108,107
539,172,165,11,22,97,98,103,101
540,172,161,12,25,94,95,100,97
541,169,155,14,28,91,92,96,94
542,167,146,14,33,84,85,89,88
543,166,141,13,37,78,81,83,84
544,167,135,12,41,69,75,75,78
545,160,131,16,44,65,71,71,75
546,162,124,16,50,62,68,67,73
547,162,120,16,53,59,67,65,73
548,162,118,18,54,55,62,62,69
549,152,112,23,58,53,58,61,67
550,154,108,23,61,52,57,61,67
551,150,106,24,63,51,56,59,65
552,147,104,26,65,50,55,58,63
553,146,102,28,66,50,55,58,63
554,151,103,24,65,49,55,58,63
555,140,108,23,60,52,57,60,66
556,149,117,21,52,59,64,68,73
557,154,132,17,42,71,77,79,84
558,157,144,18,35,83,90,91,96
559,163,159,16,25,96,103,103,109
560,167,170,15,20,103,107,111,112
561,173,175,11,16,105,109,113,114
562,173,177,9,14,106,109,115,115
563,172,177,8,13,108,109,118,116
564,172,177,7,13,108,110,118,117
565,172,176,6,13,108,111,118,118
566,174,177,6,12,109,112,119,120
567,175,177,6,12,109,113,120,121
568,175,176,6,12,109,113,120,122
569,175,175,7,13,109,112,120,121
570,175,173,8,14,108,111,119,119
571,172,170,10,16,107,108,117,116
572,171,166,11,19,103,104,113,111
573,171,162,10,21,100,100,110,108
574,169,156,12,25,91,93,100,101
575,168,151,13,28,87,89,96,96
576,165,146,14,32,81,85,89,92
577,169,140,13,35,72,79,81,86
578,168,135,13,39,69,76,79,84
579,162,129,13,43,62,71,72,80
580,162,125,14,47,59,67,68,77
581,160,119,15,53,54,62,63,72
582,144,113,18,58,50,57,59,69
583,155,108,19,62,48,55,58,66
584,150,105,23,65,46,52,57,63
585,148,102,24,66,47,51,57,63
586,146,101,25,68,47,51,58,62
587,151,101,22,67,46,51,58,63
588,151,101,21,67,46,52,59,64
589,141,106,29,62,51,54,62,66
590,135,114,26,56,57,59,67,69
591,145,127,22,48,63,68,73,77
592,157,142,17,37,74,80,83,89
593,165,154,17,30,84,93,92,100
594,168,169,15,22,99,105,106,111
595,172,177,12,18,104,109,111,112
596,172,180,11,16,109,112,114,115
597,175,180,10,15,109,110,116,114
598,174,179,10,14,109,110,117,115
599,174,180,9,14,110,111,119,116
600,173,179,9,14,110,111,120,118
601,174,178,9,13,112,112,121,120
602,179,177,4,12,111,109,123,114
603,180,177,2,11,113,108,129,105
604,177,178,4,8,117,105,138,92
605,179,177,3,8,121,112,146,91
606,180,175,3,9,126,126,152,102
607,179,175,2,9,128,135,154,112
608,179,174,2,9,128,137,152,114
609,175,171,1,10,116,135,133,114
610,170,168,2,11,109,135,115,118
611,174,166,2,11,109,135,105,121
612,173,165,2,11,119,129,113,120
613,170,167,2,10,120,125,115,116
614,171,169,3,9,123,129,116,117
615,171,176,3,4,131,135,123,122
616,171,176,3,2,139,141,132,130
617,175,174,3,1,151,155,148,150
618,176,173,7,1,158,161,157,158
619,171,170,8,1,164,167,166,164
620,167,161,11,4,172,175,174,172
621,169,158,14,7,174,178,176,173
622,169,164,15,10,179,178,180,176
623,171,171,15,11,180,176,179,179
624,172,178,14,13,179,174,179,180
625,177,178,14,15,179,172,180,179
626,177,177,12,16,180,172,176,179
